order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-8716,Site-054,M&E Contractor,2026-01-24,Logistics,2,1793.64,Returned / Completed
ORD-8717,Site-057,Demolition Specialist,2025-12-19,Finishing,1,1131.01,Quote Approved
ORD-8718,Site-137,Main Contractor,2026-01-15,Access & Height,4,4992.94,Returned / Completed
ORD-8719,Site-074,Main Contractor,2026-04-14,Site Setup,1,1111.29,Returned / Completed
ORD-8720,Site-022,Groundworks Sub-contractor,2025-12-19,Landscaping,2,3845.45,Returned / Completed
ORD-8721,Site-041,Groundworks Sub-contractor,2025-12-27,Demolition,3,3715.42,Returned / Completed
ORD-8722,Site-037,Facilities Management,2026-03-16,Access & Height,3,1831.8,Returned / Completed
ORD-8723,Site-047,Landscaping Contractor,2026-01-14,Logistics,2,3057.38,Quote Approved
ORD-8724,Site-068,Facilities Management,2025-08-02,Finishing,3,3582.67,Returned / Completed
ORD-8725,Site-175,Self-Employed Trade,2025-07-16,Demolition,3,3871.19,Returned / Completed
ORD-8726,Site-096,M&E Contractor,2025-12-18,Site Setup,4,5337.19,Returned / Completed
ORD-8727,Site-015,Self-Employed Trade,2026-03-05,Groundworks,3,2816.04,Returned / Completed
ORD-8728,Site-178,Self-Employed Trade,2025-07-26,Access & Height,3,4336.36,Returned / Completed
ORD-8729,Site-020,Main Contractor,2025-07-22,Finishing,2,2187.83,Returned / Completed
ORD-8730,Site-147,Facilities Management,2025-12-16,Site Setup,3,3164.26,Returned / Completed
ORD-8731,Site-149,Facilities Management,2026-06-01,Landscaping,3,2712.51,Returned / Completed
ORD-8732,Site-155,Demolition Specialist,2025-08-16,Logistics,2,1972.84,Returned / Completed
ORD-8733,Site-073,Landscaping Contractor,2026-02-23,Groundworks,2,2874.7,Returned / Completed
ORD-8734,Site-008,Facilities Management,2025-10-09,Site Setup,2,1847.85,Returned / Completed
ORD-8735,Site-004,M&E Contractor,2026-02-20,Access & Height,3,2102.17,Returned / Completed
ORD-8736,Site-107,Self-Employed Trade,2025-09-22,Finishing,3,2987.61,Returned / Completed
ORD-8737,Site-135,Main Contractor,2026-07-05,Landscaping,3,3343.02,Returned / Completed
ORD-8738,Site-143,Facilities Management,2025-10-08,Logistics,2,2311.36,Returned / Completed
ORD-8739,Site-170,Demolition Specialist,2026-06-19,Groundworks,2,2592.31,Quote Requested
ORD-8740,Site-015,Landscaping Contractor,2025-10-02,Demolition,2,1684.99,Returned / Completed
ORD-8741,Site-040,M&E Contractor,2025-08-08,Fixing,2,2422.04,Returned / Completed
ORD-8742,Site-032,Demolition Specialist,2026-06-11,Groundworks,2,3196.54,Quote Requested
ORD-8743,Site-174,Demolition Specialist,2026-07-14,Access & Height,2,2047.37,Returned / Completed
ORD-8744,Site-105,Main Contractor,2025-11-03,Demolition,3,1824.1,Returned / Completed
ORD-8745,Site-086,Self-Employed Trade,2025-09-22,Finishing,2,2859.29,Returned / Completed
ORD-8746,Site-044,Facilities Management,2026-07-12,Finishing,3,3668.71,Returned / Completed
ORD-8747,Site-092,Self-Employed Trade,2026-05-16,Logistics,2,1764.19,Returned / Completed
ORD-8748,Site-071,M&E Contractor,2025-11-13,Groundworks,2,1878.67,Returned / Completed
ORD-8749,Site-009,Groundworks Sub-contractor,2026-01-04,Landscaping,3,4092.78,Returned / Completed
ORD-8750,Site-156,Facilities Management,2026-05-16,Demolition,1,1288.85,Quote Requested
ORD-8751,Site-072,Self-Employed Trade,2026-01-14,Logistics,2,2649.73,Quote Requested
ORD-8752,Site-079,Landscaping Contractor,2025-09-09,Site Setup,4,4838.13,Returned / Completed
ORD-8753,Site-129,Facilities Management,2025-08-09,Access & Height,1,1296.59,Returned / Completed
ORD-8754,Site-034,M&E Contractor,2026-01-18,Finishing,3,4606.3,Returned / Completed
ORD-8755,Site-131,Demolition Specialist,2025-10-19,Landscaping,1,915.59,Returned / Completed
ORD-8756,Site-078,Demolition Specialist,2025-10-06,Access & Height,2,2354.01,Returned / Completed
ORD-8757,Site-174,Main Contractor,2025-09-04,Finishing,1,318.16,Returned / Completed
ORD-8758,Site-130,Facilities Management,2025-09-08,Groundworks,3,3489.36,Quote Requested
ORD-8759,Site-092,Landscaping Contractor,2025-10-13,Demolition,3,3336.54,Returned / Completed
ORD-8760,Site-066,Main Contractor,2026-01-23,Groundworks,3,5220.78,Returned / Completed
ORD-8761,Site-094,Landscaping Contractor,2026-01-21,Logistics,2,2285.08,Returned / Completed
ORD-8762,Site-034,Demolition Specialist,2025-09-09,Landscaping,1,1313.09,Returned / Completed
ORD-8763,Site-136,M&E Contractor,2026-06-02,Demolition,2,3557.87,Returned / Completed
ORD-8764,Site-090,Facilities Management,2026-04-06,Demolition,3,3646.56,Quote Requested
ORD-8765,Site-152,Main Contractor,2025-10-08,Site Setup,3,4175.02,Returned / Completed
ORD-8766,Site-132,M&E Contractor,2025-09-14,Logistics,3,3866.66,Returned / Completed
ORD-8767,Site-121,Demolition Specialist,2025-08-26,Groundworks,3,3637.24,Quote Approved
ORD-8768,Site-007,Facilities Management,2025-12-27,Landscaping,2,2833.48,Quote Requested
ORD-8769,Site-096,M&E Contractor,2026-01-16,Finishing,4,4224.07,Returned / Completed
ORD-8770,Site-169,M&E Contractor,2026-02-25,Logistics,1,1896.22,Returned / Completed
ORD-8771,Site-005,Landscaping Contractor,2026-03-19,Fixing,3,4182.82,Returned / Completed
ORD-8772,Site-139,Demolition Specialist,2026-05-27,Landscaping,3,4708.18,Returned / Completed
ORD-8773,Site-130,Demolition Specialist,2025-08-11,Groundworks,2,2926.9,Quote Requested
ORD-8774,Site-163,Self-Employed Trade,2026-05-07,Finishing,3,3236.6,Returned / Completed
ORD-8775,Site-158,Self-Employed Trade,2026-05-25,Site Setup,2,3437.34,Returned / Completed
ORD-8776,Site-095,Groundworks Sub-contractor,2025-09-05,Access & Height,2,3327.37,Returned / Completed
ORD-8777,Site-146,Facilities Management,2026-04-30,Groundworks,3,3784.02,Quote Requested
ORD-8778,Site-078,Facilities Management,2026-04-04,Demolition,4,2861.84,Returned / Completed
ORD-8779,Site-011,Self-Employed Trade,2026-07-04,Logistics,2,2370.39,Returned / Completed
ORD-8780,Site-005,M&E Contractor,2026-02-07,Groundworks,2,3669.82,Returned / Completed
ORD-8781,Site-074,Facilities Management,2026-06-03,Logistics,2,1922.17,Returned / Completed
ORD-8782,Site-155,M&E Contractor,2025-07-21,Landscaping,2,3627.15,Quote Requested
ORD-8783,Site-176,Facilities Management,2026-01-25,Access & Height,3,2831.35,Returned / Completed
ORD-8784,Site-058,Main Contractor,2025-11-29,Landscaping,3,4205.8,Returned / Completed
ORD-8785,Site-010,Main Contractor,2025-11-07,Site Setup,2,2193.74,Quote Approved
ORD-8786,Site-038,Main Contractor,2026-02-02,Landscaping,1,1994.79,Quote Requested
ORD-8787,Site-171,Demolition Specialist,2025-10-17,Fixing,3,4202.57,On Hire
ORD-8788,Site-159,Self-Employed Trade,2026-05-28,Site Setup,4,3795.32,Returned / Completed
ORD-8789,Site-154,Landscaping Contractor,2026-05-25,Groundworks,3,1601.98,Returned / Completed
ORD-8790,Site-175,Facilities Management,2025-10-15,Fixing,2,1767.59,Returned / Completed
ORD-8791,Site-098,Groundworks Sub-contractor,2025-12-14,Landscaping,3,3559.84,Returned / Completed
ORD-8792,Site-173,Main Contractor,2025-11-10,Landscaping,2,3529.44,Returned / Completed
ORD-8793,Site-089,Self-Employed Trade,2026-05-04,Landscaping,3,3054.39,Returned / Completed
ORD-8794,Site-066,Landscaping Contractor,2026-07-12,Access & Height,3,2361.76,Quote Requested
ORD-8795,Site-090,Facilities Management,2026-05-28,Access & Height,1,1416.34,Returned / Completed
ORD-8796,Site-086,Main Contractor,2026-02-19,Demolition,3,3901.78,Quote Requested
ORD-8797,Site-159,Landscaping Contractor,2025-09-10,Demolition,1,660.67,Returned / Completed
ORD-8798,Site-059,Self-Employed Trade,2025-08-25,Groundworks,5,5530.45,Returned / Completed
ORD-8799,Site-028,Groundworks Sub-contractor,2025-10-10,Logistics,2,2627.48,Quote Requested
ORD-8800,Site-007,Self-Employed Trade,2026-05-07,Landscaping,3,2323.86,Returned / Completed
ORD-8801,Site-144,Landscaping Contractor,2026-04-19,Logistics,1,2101.59,Dispatched
ORD-8802,Site-119,Groundworks Sub-contractor,2025-09-23,Groundworks,1,1948.63,Quote Requested
ORD-8803,Site-047,Self-Employed Trade,2026-05-30,Logistics,2,2798.13,Returned / Completed
ORD-8804,Site-043,Facilities Management,2026-01-14,Fixing,3,3654.2,Returned / Completed
ORD-8805,Site-060,Self-Employed Trade,2026-05-14,Groundworks,2,2061.69,Quote Approved
ORD-8806,Site-091,Groundworks Sub-contractor,2025-11-09,Logistics,1,297.82,Returned / Completed
ORD-8807,Site-058,Facilities Management,2025-09-05,Groundworks,3,3953.32,Returned / Completed
ORD-8808,Site-177,Groundworks Sub-contractor,2025-12-31,Finishing,2,674.84,Returned / Completed
ORD-8809,Site-167,M&E Contractor,2025-08-18,Site Setup,2,1055.25,Returned / Completed
ORD-8810,Site-082,Main Contractor,2026-04-21,Landscaping,2,1843.12,Returned / Completed
ORD-8811,Site-139,Main Contractor,2026-01-06,Groundworks,4,4460.36,Quote Requested
ORD-8812,Site-005,Self-Employed Trade,2026-04-26,Landscaping,1,508.15,Returned / Completed
ORD-8813,Site-032,Groundworks Sub-contractor,2026-01-19,Groundworks,1,873.18,Quote Approved
ORD-8814,Site-178,Landscaping Contractor,2025-10-06,Fixing,3,4971.57,Returned / Completed
ORD-8815,Site-134,M&E Contractor,2025-09-03,Finishing,3,4533.72,Returned / Completed
ORD-8816,Site-179,Facilities Management,2026-01-15,Groundworks,2,2007.45,Returned / Completed
ORD-8817,Site-073,M&E Contractor,2026-05-04,Landscaping,3,4280.55,Returned / Completed
ORD-8818,Site-104,Main Contractor,2026-02-04,Demolition,4,4420.02,Returned / Completed
ORD-8819,Site-048,Demolition Specialist,2026-03-15,Site Setup,3,2616.72,Returned / Completed
ORD-8820,Site-057,M&E Contractor,2026-07-13,Groundworks,3,4215.23,On Hire
ORD-8821,Site-175,Groundworks Sub-contractor,2025-11-06,Logistics,2,2608.08,Returned / Completed
ORD-8822,Site-150,Facilities Management,2026-05-22,Logistics,3,3860.69,Returned / Completed
ORD-8823,Site-030,Groundworks Sub-contractor,2026-01-27,Site Setup,4,4590.26,Returned / Completed
ORD-8824,Site-068,Landscaping Contractor,2025-08-15,Logistics,1,754.22,Returned / Completed
ORD-8825,Site-041,Demolition Specialist,2025-11-25,Fixing,3,4696.7,Returned / Completed
ORD-8826,Site-010,Landscaping Contractor,2026-03-29,Fixing,1,909.89,Returned / Completed
ORD-8827,Site-065,M&E Contractor,2026-04-23,Groundworks,4,5364.05,Returned / Completed
ORD-8828,Site-092,M&E Contractor,2025-12-08,Site Setup,3,4506.52,Returned / Completed
ORD-8829,Site-037,Demolition Specialist,2025-12-28,Fixing,3,3931.19,Returned / Completed
ORD-8830,Site-174,Landscaping Contractor,2026-01-02,Logistics,1,1777.5,Returned / Completed
ORD-8831,Site-035,Groundworks Sub-contractor,2026-01-07,Finishing,3,4299.97,Returned / Completed
ORD-8832,Site-086,Self-Employed Trade,2026-01-04,Demolition,3,4561.93,Returned / Completed
ORD-8833,Site-007,Groundworks Sub-contractor,2026-06-11,Access & Height,2,3334.79,Returned / Completed
ORD-8834,Site-126,Landscaping Contractor,2026-02-19,Demolition,4,3309.69,Returned / Completed
ORD-8835,Site-039,Demolition Specialist,2025-07-30,Logistics,2,3478.07,Returned / Completed
ORD-8836,Site-164,Landscaping Contractor,2025-08-12,Demolition,3,3361.12,Returned / Completed
ORD-8837,Site-078,Main Contractor,2026-07-07,Finishing,2,2060.61,Returned / Completed
ORD-8838,Site-143,Landscaping Contractor,2025-10-30,Demolition,2,2974.34,Quote Requested
ORD-8839,Site-114,Landscaping Contractor,2025-10-14,Site Setup,3,1652.69,Returned / Completed
ORD-8840,Site-080,Groundworks Sub-contractor,2026-07-09,Access & Height,2,3262.66,Returned / Completed
ORD-8841,Site-115,Landscaping Contractor,2025-08-27,Logistics,2,3936.55,Returned / Completed
ORD-8842,Site-039,Landscaping Contractor,2026-04-02,Site Setup,4,5325.02,Returned / Completed
ORD-8843,Site-055,Demolition Specialist,2026-01-25,Demolition,3,3450.01,Returned / Completed
ORD-8844,Site-057,Landscaping Contractor,2025-09-18,Finishing,1,455.57,Returned / Completed
ORD-8845,Site-094,Landscaping Contractor,2026-05-28,Finishing,2,2177.81,Returned / Completed
ORD-8846,Site-144,M&E Contractor,2026-01-30,Access & Height,2,2501.0,Returned / Completed
ORD-8847,Site-170,Self-Employed Trade,2026-06-10,Finishing,2,2178.71,Returned / Completed
ORD-8848,Site-049,M&E Contractor,2025-09-09,Site Setup,3,3222.76,Quote Requested
ORD-8849,Site-121,Demolition Specialist,2025-09-18,Fixing,3,4389.35,Returned / Completed
ORD-8850,Site-130,Groundworks Sub-contractor,2025-08-26,Landscaping,1,1420.42,Quote Requested
ORD-8851,Site-052,Main Contractor,2026-06-02,Groundworks,2,2245.81,Returned / Completed
ORD-8852,Site-097,Landscaping Contractor,2026-04-04,Site Setup,1,751.02,Quote Approved
ORD-8853,Site-036,Main Contractor,2026-06-01,Groundworks,4,6372.37,Returned / Completed
ORD-8854,Site-126,Self-Employed Trade,2026-06-22,Fixing,4,4091.38,Returned / Completed
ORD-8855,Site-085,Main Contractor,2025-08-05,Demolition,4,5384.11,Quote Requested
ORD-8856,Site-032,Main Contractor,2025-09-17,Site Setup,2,3452.26,Returned / Completed
ORD-8857,Site-117,Facilities Management,2026-01-30,Access & Height,3,2936.96,Quote Approved
ORD-8858,Site-043,Self-Employed Trade,2025-10-11,Groundworks,1,1054.88,Returned / Completed
ORD-8859,Site-020,Self-Employed Trade,2025-07-23,Fixing,2,3426.45,Returned / Completed
ORD-8860,Site-018,Self-Employed Trade,2026-05-13,Fixing,2,990.18,Quote Requested
ORD-8861,Site-004,Facilities Management,2026-03-09,Demolition,2,2184.58,Quote Requested
ORD-8862,Site-085,Facilities Management,2026-06-03,Landscaping,4,4185.48,Returned / Completed
ORD-8863,Site-006,M&E Contractor,2026-04-09,Access & Height,2,2361.05,Returned / Completed
ORD-8864,Site-106,Demolition Specialist,2025-12-28,Groundworks,2,1508.87,Returned / Completed
ORD-8865,Site-016,M&E Contractor,2025-11-20,Finishing,4,4668.38,Quote Requested
ORD-8866,Site-131,Demolition Specialist,2026-01-29,Finishing,3,3009.49,On Hire
ORD-8867,Site-112,Groundworks Sub-contractor,2026-01-30,Site Setup,3,3547.72,Returned / Completed
ORD-8868,Site-037,Facilities Management,2026-07-05,Finishing,1,548.04,Returned / Completed
ORD-8869,Site-070,Self-Employed Trade,2026-02-24,Logistics,1,832.11,Quote Approved
ORD-8870,Site-020,Main Contractor,2026-03-31,Finishing,2,2223.05,Returned / Completed
ORD-8871,Site-054,Groundworks Sub-contractor,2026-06-20,Groundworks,3,4131.3,Returned / Completed
ORD-8872,Site-113,Facilities Management,2026-06-06,Demolition,4,5119.66,Quote Requested
ORD-8873,Site-112,Facilities Management,2025-12-10,Fixing,3,4303.21,Returned / Completed
ORD-8874,Site-013,M&E Contractor,2025-11-20,Fixing,2,2528.26,Returned / Completed
ORD-8875,Site-099,Groundworks Sub-contractor,2026-02-12,Logistics,2,2093.46,Returned / Completed
ORD-8876,Site-150,M&E Contractor,2025-08-05,Fixing,1,1571.99,Returned / Completed
ORD-8877,Site-041,Demolition Specialist,2025-08-19,Site Setup,3,2346.95,Returned / Completed
ORD-8878,Site-061,M&E Contractor,2025-08-29,Site Setup,2,1069.06,Returned / Completed
ORD-8879,Site-089,Self-Employed Trade,2026-04-20,Finishing,2,2061.12,Returned / Completed
ORD-8880,Site-174,Landscaping Contractor,2025-08-01,Access & Height,3,4103.76,Returned / Completed
ORD-8881,Site-121,Demolition Specialist,2025-12-31,Fixing,2,2855.19,Returned / Completed
ORD-8882,Site-018,Demolition Specialist,2025-12-01,Site Setup,3,2137.76,Quote Requested
ORD-8883,Site-171,Groundworks Sub-contractor,2025-11-22,Finishing,2,1581.07,Returned / Completed
ORD-8884,Site-090,M&E Contractor,2025-09-02,Finishing,2,2206.24,Returned / Completed
ORD-8885,Site-060,Landscaping Contractor,2026-06-13,Demolition,3,5342.99,Quote Requested
ORD-8886,Site-066,Main Contractor,2026-06-28,Fixing,3,3924.19,Returned / Completed
ORD-8887,Site-143,Groundworks Sub-contractor,2025-09-28,Finishing,1,1051.94,Returned / Completed
ORD-8888,Site-001,Landscaping Contractor,2026-01-17,Landscaping,3,3037.94,Returned / Completed
ORD-8889,Site-043,Facilities Management,2026-05-08,Site Setup,3,2794.37,Returned / Completed
ORD-8890,Site-083,M&E Contractor,2026-03-30,Groundworks,2,2007.88,Quote Requested
ORD-8891,Site-129,Self-Employed Trade,2026-06-06,Logistics,1,1832.55,Returned / Completed
ORD-8892,Site-147,Main Contractor,2025-12-27,Groundworks,3,4086.92,On Hire
ORD-8893,Site-151,Main Contractor,2025-07-30,Logistics,3,3712.58,Returned / Completed
ORD-8894,Site-018,Demolition Specialist,2026-03-27,Site Setup,2,2373.15,Returned / Completed
ORD-8895,Site-016,M&E Contractor,2025-07-17,Groundworks,3,3671.39,Returned / Completed
ORD-8896,Site-077,Self-Employed Trade,2026-01-29,Demolition,2,3288.31,Returned / Completed
ORD-8897,Site-016,Facilities Management,2026-06-17,Groundworks,2,2650.08,Returned / Completed
ORD-8898,Site-064,Demolition Specialist,2025-11-28,Site Setup,2,2042.42,Quote Requested
ORD-8899,Site-101,Groundworks Sub-contractor,2025-12-13,Fixing,2,928.01,Returned / Completed
ORD-8900,Site-119,M&E Contractor,2026-01-28,Fixing,2,2421.34,Returned / Completed
ORD-8901,Site-062,Groundworks Sub-contractor,2026-02-21,Finishing,2,1522.07,Dispatched
ORD-8902,Site-123,M&E Contractor,2025-10-21,Fixing,3,2898.69,Returned / Completed
ORD-8903,Site-134,Groundworks Sub-contractor,2026-04-19,Logistics,3,3034.53,Returned / Completed
ORD-8904,Site-017,Facilities Management,2025-11-17,Demolition,2,2608.58,Returned / Completed
ORD-8905,Site-056,Landscaping Contractor,2025-12-02,Finishing,3,2738.66,Quote Requested
ORD-8906,Site-165,Facilities Management,2026-04-30,Groundworks,2,2685.46,Returned / Completed
ORD-8907,Site-161,Self-Employed Trade,2026-01-15,Access & Height,3,3757.46,Quote Requested
ORD-8908,Site-038,Main Contractor,2025-10-20,Logistics,2,2519.25,Returned / Completed
ORD-8909,Site-007,Landscaping Contractor,2026-04-08,Finishing,2,3715.43,Returned / Completed
ORD-8910,Site-053,Self-Employed Trade,2025-08-07,Access & Height,2,3022.57,Returned / Completed
ORD-8911,Site-046,Main Contractor,2026-03-18,Finishing,2,3843.88,Returned / Completed
ORD-8912,Site-168,Groundworks Sub-contractor,2026-02-09,Fixing,3,2617.57,Returned / Completed
ORD-8913,Site-092,Facilities Management,2026-02-12,Site Setup,2,2747.53,Quote Requested
ORD-8914,Site-120,M&E Contractor,2026-02-08,Access & Height,1,682.53,Returned / Completed
ORD-8915,Site-053,Landscaping Contractor,2026-05-24,Access & Height,2,2547.58,Returned / Completed
ORD-8916,Site-106,M&E Contractor,2026-06-30,Logistics,2,1733.56,Returned / Completed
ORD-8917,Site-121,Main Contractor,2025-07-28,Site Setup,4,4557.1,Quote Requested
ORD-8918,Site-011,M&E Contractor,2025-08-28,Groundworks,4,7149.88,Returned / Completed
ORD-8919,Site-070,Facilities Management,2025-11-08,Landscaping,1,742.45,Returned / Completed
ORD-8920,Site-016,M&E Contractor,2025-12-07,Demolition,2,1961.29,Quote Approved
ORD-8921,Site-165,Main Contractor,2026-02-05,Logistics,2,2419.15,On Hire
ORD-8922,Site-149,Self-Employed Trade,2025-12-31,Site Setup,3,3537.4,Returned / Completed
ORD-8923,Site-168,M&E Contractor,2025-10-24,Landscaping,3,2524.68,Returned / Completed
ORD-8924,Site-122,Facilities Management,2026-07-10,Logistics,2,2130.74,Returned / Completed
ORD-8925,Site-054,Groundworks Sub-contractor,2025-07-20,Landscaping,3,2788.05,Quote Approved
ORD-8926,Site-113,Self-Employed Trade,2025-08-27,Logistics,2,2734.4,Returned / Completed
