stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
AS&-01894,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Leeds,2023-03-12,7733.32,2559.41,3.35,Needs Assessment,Available,62.6,89.4,2025-12-21,2026-06-19,3,1
AS&-01895,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Manchester,2022-09-19,7833.24,1845.64,3.82,Excellent,On Hire,49.7,82.3,2025-12-30,2026-06-28,3,1
AS&-01896,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,London North,2023-09-01,3923.63,1670.5,2.87,Good,Auction Pending,72.1,63.97,2026-07-07,2027-01-03,3,1
AS&-01897,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Birmingham,2023-08-30,8620.13,3660.6,2.88,Good,Available,76.5,77.27,2026-06-05,2026-12-02,3,1
AS&-01898,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Manchester,2026-01-10,8441.35,7581.03,0.51,Excellent,On Hire,60.6,123.42,2026-03-10,2026-09-06,3,1
AS&-01899,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,London North,2023-09-15,6800.34,2947.44,2.83,Needs Assessment,On Hire,38.4,114.25,2026-07-10,2027-01-06,3,1
AS&-01900,"Accommodation, Storage & Welfare",Welfare Units,6-8 man Welfare Unit (12ft),City Hire Fleet,Manchester,2025-10-15,5528.11,4701.17,0.75,Good,On Hire,56.3,46.04,2026-04-09,2026-10-06,3,1
AS&-01901,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Birmingham,2022-10-04,10533.79,2568.51,3.78,Good,On Hire,55.8,135.62,2026-06-10,2026-12-07,2,1
AS&-01902,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Leeds,2025-11-03,7472.98,6432.9,0.7,Good,On Hire,83.7,94.89,2026-02-23,2026-08-22,2,1
AS&-01903,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Bristol,2023-04-21,10470.69,3694.86,3.24,Good,On Hire,49.1,164.02,2026-04-09,2026-10-06,2,1
AS&-01904,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,London South,2024-11-10,4865.07,3233.61,1.68,Fair,On Hire,62.4,55.89,2026-07-03,2026-12-30,2,1
AS&-01905,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Birmingham,2022-04-18,7631.65,1154.16,4.24,Needs Assessment,On Hire,64.9,92.49,2026-03-27,2026-09-23,2,1
AS&-01906,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Birmingham,2026-02-20,8443.02,7772.2,0.4,Good,On Hire,43.5,144.41,2026-01-30,2026-07-29,2,1
AS&-01907,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Manchester,2026-02-01,10623.87,9669.18,0.45,Good,On Hire,69.4,129.87,2026-07-05,2027-01-01,2,1
AS&-01908,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Manchester,2023-07-27,10964.8,4452.01,2.97,Good,On Hire,68.6,195.81,2026-01-17,2026-07-16,2,1
AS&-01909,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Leeds,2024-05-03,7488.71,4193.68,2.2,Excellent,On Hire,60.2,97.11,2026-01-19,2026-07-18,2,1
AS&-01910,"Accommodation, Storage & Welfare",Welfare Units,12-16 Man Welfare Unit (20ft),City Hire Fleet,Birmingham,2021-11-27,9531.49,953.15,4.63,Good,On Hire,68.7,117.81,2026-02-07,2026-08-06,2,1
AS&-01911,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Birmingham,2022-11-22,10397.01,2814.31,3.65,Excellent,On Hire,69.2,186.75,2026-05-02,2026-10-29,2,1
AS&-01912,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Leeds,2024-03-14,9948.33,5298.51,2.34,Fair,Available,36.9,89.01,2026-06-21,2026-12-18,2,1
AS&-01913,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,London North,2024-07-26,4370.33,2648.54,1.97,Good,On Hire,47.2,48.15,2026-04-17,2026-10-14,2,1
AS&-01914,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,London South,2021-12-12,4649.04,464.9,4.59,Good,Available,56.0,48.87,2026-04-25,2026-10-22,2,1
AS&-01915,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Bristol,2023-07-26,6258.9,2537.86,2.97,Fair,On Hire,63.7,86.18,2026-01-15,2026-07-14,2,1
AS&-01916,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Birmingham,2025-04-05,8438.47,6283.77,1.28,Needs Assessment,Workshop,54.2,112.46,2026-03-17,2026-09-13,2,1
AS&-01917,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Bristol,2023-01-04,10454.13,3076.09,3.53,Excellent,Available,90.3,131.98,2026-06-29,2026-12-26,2,1
AS&-01918,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Manchester,2025-02-08,3079.96,2199.01,1.43,Good,Available,44.9,51.13,2026-04-29,2026-10-26,2,1
AS&-01919,"Accommodation, Storage & Welfare",Welfare Units,10-12 Man Welfare Unit (16ft),City Hire Fleet,Birmingham,2026-02-04,8156.24,7436.7,0.44,Good,On Hire,69.3,84.51,2026-06-03,2026-11-30,2,1
AS&-01920,"Accommodation, Storage & Welfare",Storage,Personnel Locker,City Hire Fleet,Birmingham,2025-10-26,3074.6,2633.21,0.72,Good,On Hire,53.9,41.81,2025-12-22,2026-06-20,1,1
AS&-01921,"Accommodation, Storage & Welfare",Storage,Personnel Locker,City Hire Fleet,Birmingham,2024-01-04,5931.2,2931.48,2.53,Fair,On Hire,70.8,63.92,2026-07-07,2027-01-03,1,1
AS&-01922,"Accommodation, Storage & Welfare",Storage,Personnel Locker,City Hire Fleet,Manchester,2023-05-15,3347.84,1225.4,3.17,Fair,Workshop,57.7,28.63,2026-01-11,2026-07-10,1,1
AS&-01923,"Accommodation, Storage & Welfare",Storage,Personnel Locker,City Hire Fleet,Leeds,2025-12-26,4796.0,4267.78,0.55,Good,Auction Pending,61.5,42.7,2026-04-12,2026-10-09,1,1
AS&-01924,"Accommodation, Storage & Welfare",Storage,Personnel Locker,City Hire Fleet,Bristol,2021-09-30,9104.46,910.45,4.79,Good,On Hire,67.8,157.77,2026-06-16,2026-12-13,1,1
AS&-01925,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,London South,2022-09-24,10204.31,2432.26,3.81,Good,On Hire,93.8,160.53,2026-06-21,2026-12-18,2,1
AS&-01926,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Leeds,2024-09-12,4957.5,3134.77,1.84,Good,On Hire,52.9,86.04,2026-04-06,2026-10-03,2,1
AS&-01927,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Bristol,2025-03-26,3014.92,2228.56,1.3,Excellent,On Hire,79.8,40.2,2026-05-10,2026-11-06,2,1
AS&-01928,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Manchester,2022-07-14,11461.46,2279.73,4.01,Good,On Hire,96.0,202.1,2026-03-28,2026-09-24,2,1
AS&-01929,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Leeds,2022-01-21,11338.21,1174.2,4.48,Needs Assessment,Workshop,48.5,159.39,2026-07-09,2027-01-05,2,1
AS&-01930,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Leeds,2021-09-26,9264.22,926.42,4.8,Fair,Available,79.8,136.33,2026-07-01,2026-12-28,2,1
AS&-01931,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Leeds,2025-01-13,7303.64,5110.55,1.5,Excellent,On Hire,50.2,121.75,2025-12-19,2026-06-17,2,1
AS&-01932,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Birmingham,2021-08-24,6145.23,614.52,4.89,Excellent,On Hire,95.9,106.7,2026-04-05,2026-10-02,2,1
AS&-01933,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Birmingham,2022-03-19,3972.33,535.45,4.33,Fair,Workshop,70.2,62.24,2026-02-03,2026-08-02,2,1
AS&-01934,"Accommodation, Storage & Welfare",Storage,Foldable Gas Cage,City Hire Fleet,Manchester,2024-03-05,9787.83,5164.76,2.36,Good,On Hire,91.5,118.72,2026-06-24,2026-12-21,2,1
AS&-01935,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Bristol,2022-06-07,5934.84,1060.14,4.11,Excellent,On Hire,68.6,72.46,2026-05-09,2026-11-05,1,1
AS&-01936,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Leeds,2022-05-14,10040.99,1661.58,4.17,Excellent,Available,59.8,85.56,2026-03-20,2026-09-16,1,1
AS&-01937,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Leeds,2022-11-10,3429.27,905.7,3.68,Excellent,On Hire,44.2,47.18,2026-05-24,2026-11-20,1,1
AS&-01938,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Leeds,2025-11-01,3157.14,2714.28,0.7,Fair,On Hire,70.0,52.0,2025-12-30,2026-06-28,1,1
AS&-01939,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Birmingham,2022-08-11,5808.32,1244.41,3.93,Excellent,Workshop,77.2,80.91,2026-06-10,2026-12-07,1,1
AS&-01940,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Birmingham,2024-08-14,9895.05,6099.69,1.92,Excellent,On Hire,57.3,165.88,2026-03-30,2026-09-26,1,1
AS&-01941,"Accommodation, Storage & Welfare",Storage,Chemical Store - ChemBank,City Hire Fleet,Bristol,2021-10-10,10785.59,1078.56,4.76,Good,Workshop,68.4,184.09,2026-01-30,2026-07-29,1,1
AS&-01942,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Manchester,2025-05-05,4248.72,3233.68,1.19,Good,Workshop,96.6,59.5,2026-07-02,2026-12-29,2,1
AS&-01943,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Bristol,2025-08-14,2435.14,1988.14,0.92,Good,On Hire,40.1,41.88,2026-01-12,2026-07-11,2,1
AS&-01944,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Leeds,2023-11-29,10186.2,4833.56,2.63,Excellent,On Hire,88.1,177.86,2026-05-18,2026-11-14,2,1
AS&-01945,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,London South,2021-11-23,9712.28,971.23,4.64,Good,On Hire,59.1,174.36,2025-12-07,2026-06-05,2,1
AS&-01946,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Manchester,2024-11-13,9130.43,6083.62,1.67,Fair,On Hire,78.9,75.67,2026-05-29,2026-11-25,2,1
AS&-01947,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Manchester,2024-12-26,3972.6,2740.55,1.55,Excellent,On Hire,52.9,50.41,2026-01-30,2026-07-29,2,1
AS&-01948,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,London South,2021-07-27,4894.08,489.41,4.97,Good,Available,66.2,73.82,2026-01-20,2026-07-19,2,1
AS&-01949,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,Manchester,2022-04-30,7770.56,1226.26,4.21,Fair,On Hire,79.0,139.62,2026-05-15,2026-11-11,2,1
AS&-01950,"Accommodation, Storage & Welfare",Storage,City Shed - Collapsible Site Unit,City Hire Fleet,London North,2022-09-11,11655.7,2695.18,3.84,Excellent,On Hire,70.9,152.05,2026-01-04,2026-07-03,2,1
AS&-01951,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Bristol,2024-10-04,11764.0,7580.53,1.78,Excellent,Workshop,59.5,114.1,2026-07-04,2026-12-31,2,1
AS&-01952,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,London North,2023-09-10,11268.43,4853.14,2.85,Excellent,Workshop,56.4,149.92,2026-06-11,2026-12-08,2,1
AS&-01953,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Birmingham,2025-08-29,4234.26,3491.81,0.88,Good,On Hire,48.0,73.09,2025-12-13,2026-06-11,2,1
AS&-01954,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Birmingham,2024-11-13,10979.32,7315.54,1.67,Good,On Hire,98,135.68,2025-12-14,2026-06-12,2,1
AS&-01955,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Leeds,2025-07-13,4813.2,3845.29,1.01,Good,On Hire,86.8,59.68,2025-12-08,2026-06-06,2,1
AS&-01956,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Manchester,2025-05-25,3060.52,2362.89,1.14,Excellent,On Hire,62.2,46.09,2026-07-05,2027-01-01,2,1
AS&-01957,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,Bristol,2024-01-04,2718.25,1343.49,2.53,Good,On Hire,75.9,35.15,2026-01-14,2026-07-13,2,1
AS&-01958,"Accommodation, Storage & Welfare",Storage,FittingStor Storage Cabinet,City Hire Fleet,London North,2021-09-17,9057.52,905.75,4.83,Excellent,On Hire,53.0,98.19,2026-04-16,2026-10-13,2,1
AS&-01959,"Accommodation, Storage & Welfare",Storage,Battery Bank Charging Locker,City Hire Fleet,London North,2022-04-02,6841.75,974.72,4.29,Good,On Hire,58.8,93.79,2026-02-15,2026-08-14,1,1
AS&-01960,"Accommodation, Storage & Welfare",Storage,Battery Bank Charging Locker,City Hire Fleet,Leeds,2024-02-14,11164.34,5768.75,2.42,Excellent,On Hire,92.2,126.01,2026-03-09,2026-09-05,1,1
AS&-01961,"Accommodation, Storage & Welfare",Storage,Battery Bank Charging Locker,City Hire Fleet,Birmingham,2024-11-10,8653.78,5751.8,1.68,Excellent,On Hire,57.1,76.25,2026-06-17,2026-12-14,1,1
AS&-01962,"Accommodation, Storage & Welfare",Storage,Battery Bank Charging Locker,City Hire Fleet,Birmingham,2021-10-18,8930.92,893.09,4.74,Good,On Hire,50.3,71.97,2026-02-04,2026-08-03,1,1
AS&-01963,"Accommodation, Storage & Welfare",Storage,Secure Site Box,City Hire Fleet,Bristol,2022-10-11,8034.83,1990.0,3.76,Excellent,Auction Pending,30.5,133.64,2025-12-22,2026-06-20,1,1
AS&-01964,"Accommodation, Storage & Welfare",Storage,Secure Site Box,City Hire Fleet,Leeds,2021-12-17,8258.26,825.83,4.58,Excellent,On Hire,72.9,144.68,2026-06-30,2026-12-27,1,1
AS&-01965,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,London North,2025-12-08,5688.01,5005.45,0.6,Fair,Workshop,78.8,54.77,2026-06-22,2026-12-19,2,1
AS&-01966,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,London South,2022-01-31,5725.16,624.28,4.45,Excellent,Available,95.6,73.9,2026-01-28,2026-07-27,2,1
AS&-01967,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,Leeds,2024-01-12,9226.84,4600.78,2.51,Excellent,On Hire,89.7,107.72,2026-04-14,2026-10-11,2,1
AS&-01968,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,Birmingham,2025-05-02,6641.04,5043.55,1.2,Good,Workshop,48.7,81.22,2026-03-15,2026-09-11,2,1
AS&-01969,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,London North,2022-03-19,5936.63,800.23,4.33,Good,Available,56.9,105.27,2026-06-21,2026-12-18,2,1
AS&-01970,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,Manchester,2022-08-30,3854.42,865.92,3.88,Good,Available,69.6,55.78,2026-06-05,2026-12-02,2,1
AS&-01971,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,London South,2025-12-26,4552.38,4050.99,0.55,Good,On Hire,34.8,50.09,2026-06-06,2026-12-03,2,1
AS&-01972,"Accommodation, Storage & Welfare",Storage,Chemical Store - FlamBank,City Hire Fleet,Bristol,2025-01-22,6992.47,4927.3,1.48,Excellent,On Hire,74.7,59.09,2026-07-02,2026-12-29,2,1
AS&-01973,"Accommodation, Storage & Welfare",Water & Sanitation,IBC Water Tank,City Hire Fleet,Birmingham,2023-08-05,5961.59,2449.97,2.95,Excellent,On Hire,80.1,52.57,2026-05-11,2026-11-07,1,1
AS&-01974,"Accommodation, Storage & Welfare",Water & Sanitation,IBC Water Tank,City Hire Fleet,London South,2023-08-19,1670.82,699.46,2.91,Fair,Available,74.5,27.45,2026-03-18,2026-09-14,1,1
AS&-01975,"Accommodation, Storage & Welfare",Water & Sanitation,IBC Water Tank,City Hire Fleet,Leeds,2026-03-15,2374.55,2215.81,0.33,Good,On Hire,71.4,38.18,2026-03-20,2026-09-16,1,1
AS&-01976,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,Leeds,2021-07-27,10005.06,1000.51,4.97,Needs Assessment,On Hire,54.8,105.99,2026-06-24,2026-12-21,1,1
AS&-01977,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,Leeds,2022-09-05,2616.47,596.41,3.86,Good,On Hire,61.5,39.03,2026-06-01,2026-11-28,1,1
AS&-01978,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,Manchester,2021-08-01,8406.03,840.6,4.96,Excellent,Available,62.7,135.6,2026-01-10,2026-07-09,1,1
AS&-01979,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,London North,2022-12-30,5287.65,1541.39,3.54,Excellent,On Hire,53.1,43.03,2026-04-28,2026-10-25,1,1
AS&-01980,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,London North,2025-10-29,10067.67,8638.89,0.71,Excellent,Available,44.0,145.84,2026-05-27,2026-11-23,1,1
AS&-01981,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,Birmingham,2022-10-24,4038.69,1029.04,3.73,Fair,On Hire,78.1,38.29,2026-06-22,2026-12-19,1,1
AS&-01982,"Accommodation, Storage & Welfare",Water & Sanitation,Single Mains Toilet,City Hire Fleet,Leeds,2024-02-02,1729.08,882.07,2.45,Good,On Hire,39.8,30.5,2026-06-05,2026-12-02,1,1
AS&-01983,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Manchester,2026-05-06,10527.86,10124.05,0.19,Excellent,On Hire,54.9,85.05,2025-12-13,2026-06-11,2,1
AS&-01984,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Manchester,2022-12-02,10400.11,2872.14,3.62,Good,On Hire,58.2,145.17,2026-03-30,2026-09-26,2,1
AS&-01985,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Bristol,2023-05-07,11989.78,4336.03,3.19,Needs Assessment,On Hire,76.8,204.43,2026-01-10,2026-07-09,2,1
AS&-01986,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,London North,2021-08-04,6622.97,662.3,4.95,Good,Available,66.3,73.9,2026-03-01,2026-08-28,2,1
AS&-01987,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Leeds,2026-02-05,4312.41,3934.34,0.44,Excellent,On Hire,45.5,64.58,2026-02-05,2026-08-04,2,1
AS&-01988,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Birmingham,2026-05-04,3194.0,3067.99,0.2,Good,Available,39.4,41.77,2026-03-16,2026-09-12,2,1
AS&-01989,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Manchester,2023-02-28,11045.24,3582.89,3.38,Excellent,Workshop,52.9,120.77,2026-01-27,2026-07-26,2,1
AS&-01990,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Leeds,2022-06-20,5598.9,1040.01,4.07,Good,On Hire,79.1,89.36,2026-01-23,2026-07-22,2,1
AS&-01991,"Accommodation, Storage & Welfare",Water & Sanitation,Chemical Toilet (Serviced),City Hire Fleet,Leeds,2021-12-21,11694.89,1169.49,4.57,Good,Available,68.0,113.83,2026-06-22,2026-12-19,2,1
C&G-01992,Cutting & Grinding,Disc Cutters,Petrol Disc Cutter,City Hire Fleet,Birmingham,2023-01-22,2316.4,704.44,3.48,Excellent,Available,71.1,31.43,2026-03-10,2026-09-06,1,1
C&G-01993,Cutting & Grinding,Disc Cutters,Petrol Disc Cutter,City Hire Fleet,London North,2026-05-09,1742.78,1678.8,0.18,Fair,On Hire,61.6,19.83,2026-03-08,2026-09-04,1,1
C&G-01994,Cutting & Grinding,Disc Cutters,Petrol Disc Cutter,City Hire Fleet,Manchester,2025-10-25,2855.52,2444.01,0.72,Excellent,On Hire,84.0,32.56,2026-05-18,2026-11-14,1,1
C&G-01995,Cutting & Grinding,Disc Cutters,Petrol Disc Cutter,City Hire Fleet,Leeds,2024-06-18,3508.31,2053.08,2.07,Fair,Workshop,65.2,49.27,2025-12-08,2026-06-06,1,1
C&G-01996,Cutting & Grinding,Disc Cutters,Electric Disc Cutter,City Hire Fleet,Manchester,2022-06-30,416.81,79.71,4.04,Needs Assessment,Auction Pending,45.3,6.48,2025-12-22,2026-06-20,1,1
C&G-01997,Cutting & Grinding,Disc Cutters,Electric Disc Cutter,City Hire Fleet,London North,2025-11-11,3561.11,3081.09,0.67,Good,On Hire,41.6,34.44,2026-02-21,2026-08-20,1,1
C&G-01998,Cutting & Grinding,Disc Cutters,Electric Disc Cutter,City Hire Fleet,Leeds,2025-10-17,3944.74,3358.97,0.74,Excellent,Workshop,45.4,48.97,2026-06-04,2026-12-01,1,1
C&G-01999,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,London North,2023-08-30,3349.97,1422.59,2.88,Fair,On Hire,79.4,41.51,2026-06-09,2026-12-06,2,1
C&G-02000,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Manchester,2024-02-15,3507.64,1814.36,2.41,Excellent,On Hire,74.8,45.78,2025-12-13,2026-06-11,2,1
C&G-02001,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,London South,2025-12-23,1343.87,1193.65,0.56,Fair,Available,59.9,17.87,2026-05-13,2026-11-09,2,1
C&G-02002,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Manchester,2022-01-15,1181.18,118.44,4.5,Fair,Workshop,48.8,20.69,2026-03-31,2026-09-27,2,1
C&G-02003,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Leeds,2023-07-24,3616.81,1462.58,2.98,Fair,On Hire,60.8,63.06,2026-07-12,2027-01-08,2,1
C&G-02004,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,London South,2025-12-24,1654.71,1470.65,0.56,Good,On Hire,65.6,19.75,2025-12-29,2026-06-27,2,1
C&G-02005,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Leeds,2026-04-01,3038.76,2863.93,0.29,Fair,On Hire,44.0,50.92,2026-02-03,2026-08-02,2,1
C&G-02006,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Bristol,2024-10-18,2003.01,1306.07,1.74,Fair,Workshop,39.5,30.48,2026-01-16,2026-07-15,2,1
C&G-02007,Cutting & Grinding,Cutting Stations,Acoustic Tent,City Hire Fleet,Leeds,2024-09-11,4109.69,2596.42,1.84,Good,On Hire,74.3,59.34,2026-06-07,2026-12-04,2,1
