date,depot,category,fleet_units,units_on_hire,units_in_workshop,units_available,utilisation_pct,workshop_pct
2025-11-28,Birmingham,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-28,Birmingham,Fuel & Gas,3,1,1,1,33.3,33.3
2025-11-28,Birmingham,Survey & Location,4,2,1,1,50.0,25.0
2025-11-28,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-11-28,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-28,Manchester,Plant,12,9,2,1,75.0,16.7
2025-11-28,Manchester,Powered Access,22,15,4,3,68.2,18.2
2025-11-28,Manchester,Breakers & Drills,43,18,9,16,41.9,20.9
2025-11-28,Manchester,Material Handling & Logistics,35,19,7,9,54.3,20.0
2025-11-28,Manchester,Lifting Equipment,30,26,5,0,86.7,16.7
2025-11-28,Manchester,"Accommodation, Storage & Welfare",21,14,4,3,66.7,19.0
2025-11-28,Manchester,Cutting & Grinding,36,20,6,10,55.6,16.7
2025-11-28,Manchester,Access,1,0,0,1,0.0,0.0
2025-11-28,Manchester,Cleaning,7,5,1,1,71.4,14.3
2025-11-28,Manchester,Sanding & Woodworking,4,2,1,1,50.0,25.0
2025-11-28,Manchester,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-11-28,Manchester,Mechanical & Electrical,3,1,1,1,33.3,33.3
2025-11-28,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-28,Manchester,Consumables,6,3,1,2,50.0,16.7
2025-11-28,Manchester,Climate Control,3,1,0,2,33.3,0.0
2025-11-28,Manchester,"Safety, Ventilation & Extraction",6,3,1,2,50.0,16.7
2025-11-28,Manchester,Propping & Support,7,6,1,0,85.7,14.3
2025-11-28,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-11-28,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-28,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-28,Manchester,Concreting & Compaction,9,6,1,2,66.7,11.1
2025-11-28,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-28,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-11-28,Manchester,Site Equipment & Groundworks,3,1,1,1,33.3,33.3
2025-11-28,Manchester,Power & Electrics,9,5,2,2,55.6,22.2
2025-11-28,Bristol,Plant,16,8,3,5,50.0,18.8
2025-11-28,Bristol,Powered Access,16,7,3,6,43.8,18.8
2025-11-28,Bristol,Breakers & Drills,51,26,11,14,51.0,21.6
2025-11-28,Bristol,Material Handling & Logistics,45,18,7,20,40.0,15.6
2025-11-28,Bristol,Lifting Equipment,29,10,5,14,34.5,17.2
2025-11-28,Bristol,"Accommodation, Storage & Welfare",13,8,2,3,61.5,15.4
2025-11-28,Bristol,Cutting & Grinding,25,12,5,8,48.0,20.0
2025-11-28,Bristol,Access,5,3,1,1,60.0,20.0
2025-11-28,Bristol,Cleaning,3,1,1,1,33.3,33.3
2025-11-28,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-11-28,Bristol,Landscaping & Gardening,9,6,2,1,66.7,22.2
2025-11-28,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-28,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-28,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-11-28,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-11-28,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-11-28,Bristol,Lighting,3,1,1,1,33.3,33.3
2025-11-28,Bristol,Fencing & Barriers,3,1,1,1,33.3,33.3
2025-11-28,Bristol,Fixing & Fastening,6,2,1,3,33.3,16.7
2025-11-28,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-11-28,Bristol,Fuel & Gas,3,1,0,2,33.3,0.0
2025-11-28,Bristol,Survey & Location,8,3,2,3,37.5,25.0
2025-11-28,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-11-28,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-11-28,Leeds,Plant,13,10,2,1,76.9,15.4
2025-11-28,Leeds,Powered Access,22,9,4,9,40.9,18.2
2025-11-28,Leeds,Breakers & Drills,42,26,7,9,61.9,16.7
2025-11-28,Leeds,Material Handling & Logistics,56,33,10,13,58.9,17.9
2025-11-28,Leeds,Lifting Equipment,41,22,9,10,53.7,22.0
2025-11-28,Leeds,"Accommodation, Storage & Welfare",25,13,5,7,52.0,20.0
2025-11-28,Leeds,Cutting & Grinding,37,15,6,16,40.5,16.2
2025-11-28,Leeds,Access,5,4,1,0,80.0,20.0
2025-11-28,Leeds,Cleaning,9,7,2,0,77.8,22.2
2025-11-28,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-11-28,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-28,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-11-28,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-28,Leeds,Consumables,3,1,1,1,33.3,33.3
2025-11-28,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-11-28,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-28,Leeds,Propping & Support,3,1,1,1,33.3,33.3
2025-11-28,Leeds,Lighting,1,0,0,1,0.0,0.0
2025-11-28,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-28,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-11-28,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-11-28,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-11-28,Leeds,Site Equipment & Groundworks,1,0,0,1,0.0,0.0
2025-11-28,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-29,London North,Plant,11,7,2,2,63.6,18.2
2025-11-29,London North,Powered Access,17,10,3,4,58.8,17.6
2025-11-29,London North,Breakers & Drills,52,29,9,14,55.8,17.3
2025-11-29,London North,Material Handling & Logistics,40,27,7,6,67.5,17.5
2025-11-29,London North,Lifting Equipment,31,16,5,10,51.6,16.1
2025-11-29,London North,"Accommodation, Storage & Welfare",14,5,2,7,35.7,14.3
2025-11-29,London North,Cutting & Grinding,30,10,5,15,33.3,16.7
2025-11-29,London North,Access,3,2,1,0,66.7,33.3
2025-11-29,London North,Cleaning,7,3,1,3,42.9,14.3
2025-11-29,London North,Sanding & Woodworking,10,8,2,0,80.0,20.0
2025-11-29,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-29,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-11-29,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-29,London North,Consumables,4,2,1,1,50.0,25.0
2025-11-29,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-29,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-11-29,London North,Lighting,5,2,1,2,40.0,20.0
2025-11-29,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-29,London North,Fixing & Fastening,7,3,1,3,42.9,14.3
2025-11-29,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-11-29,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-11-29,London North,Survey & Location,5,2,1,2,40.0,20.0
2025-11-29,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-11-29,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-11-29,London South,Plant,11,5,2,4,45.5,18.2
2025-11-29,London South,Powered Access,12,5,2,5,41.7,16.7
2025-11-29,London South,Breakers & Drills,45,26,7,12,57.8,15.6
2025-11-29,London South,Material Handling & Logistics,37,16,7,14,43.2,18.9
2025-11-29,London South,Lifting Equipment,33,14,7,12,42.4,21.2
2025-11-29,London South,"Accommodation, Storage & Welfare",8,6,2,0,75.0,25.0
2025-11-29,London South,Cutting & Grinding,36,24,7,5,66.7,19.4
2025-11-29,London South,Access,5,3,1,1,60.0,20.0
2025-11-29,London South,Cleaning,12,7,2,3,58.3,16.7
2025-11-29,London South,Sanding & Woodworking,9,6,2,1,66.7,22.2
2025-11-29,London South,Landscaping & Gardening,3,2,0,1,66.7,0.0
2025-11-29,London South,Mechanical & Electrical,8,4,2,2,50.0,25.0
2025-11-29,London South,Painting & Decorating,3,1,1,1,33.3,33.3
2025-11-29,London South,Consumables,5,2,1,2,40.0,20.0
2025-11-29,London South,Climate Control,4,2,1,1,50.0,25.0
2025-11-29,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-11-29,London South,Propping & Support,1,0,0,1,0.0,0.0
2025-11-29,London South,Lighting,1,0,0,1,0.0,0.0
2025-11-29,London South,Fencing & Barriers,3,2,0,1,66.7,0.0
2025-11-29,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-29,London South,Concreting & Compaction,9,3,2,4,33.3,22.2
2025-11-29,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-29,London South,Survey & Location,4,3,1,0,75.0,25.0
2025-11-29,London South,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-11-29,London South,Power & Electrics,5,3,1,1,60.0,20.0
2025-11-29,Birmingham,Plant,7,5,1,1,71.4,14.3
2025-11-29,Birmingham,Powered Access,14,8,3,3,57.1,21.4
2025-11-29,Birmingham,Breakers & Drills,53,27,10,16,50.9,18.9
2025-11-29,Birmingham,Material Handling & Logistics,23,10,4,9,43.5,17.4
2025-11-29,Birmingham,Lifting Equipment,28,13,6,9,46.4,21.4
2025-11-29,Birmingham,"Accommodation, Storage & Welfare",23,15,5,3,65.2,21.7
2025-11-29,Birmingham,Cutting & Grinding,27,13,5,9,48.1,18.5
2025-11-29,Birmingham,Access,5,3,1,1,60.0,20.0
2025-11-29,Birmingham,Cleaning,8,5,1,2,62.5,12.5
2025-11-29,Birmingham,Sanding & Woodworking,12,8,2,2,66.7,16.7
2025-11-29,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-11-29,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-29,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-29,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-11-29,Birmingham,Climate Control,3,2,1,0,66.7,33.3
2025-11-29,Birmingham,"Safety, Ventilation & Extraction",5,4,1,0,80.0,20.0
2025-11-29,Birmingham,Propping & Support,1,0,0,1,0.0,0.0
2025-11-29,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-11-29,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-29,Birmingham,Fixing & Fastening,5,2,1,2,40.0,20.0
2025-11-29,Birmingham,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-11-29,Birmingham,Fuel & Gas,3,1,1,1,33.3,33.3
2025-11-29,Birmingham,Survey & Location,4,2,1,1,50.0,25.0
2025-11-29,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-11-29,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-29,Manchester,Plant,12,5,2,5,41.7,16.7
2025-11-29,Manchester,Powered Access,22,13,4,5,59.1,18.2
2025-11-29,Manchester,Breakers & Drills,43,28,8,7,65.1,18.6
2025-11-29,Manchester,Material Handling & Logistics,35,16,6,13,45.7,17.1
2025-11-29,Manchester,Lifting Equipment,30,15,5,10,50.0,16.7
2025-11-29,Manchester,"Accommodation, Storage & Welfare",21,12,4,5,57.1,19.0
2025-11-29,Manchester,Cutting & Grinding,36,20,6,10,55.6,16.7
2025-11-29,Manchester,Access,1,1,0,0,100.0,0.0
2025-11-29,Manchester,Cleaning,7,3,1,3,42.9,14.3
2025-11-29,Manchester,Sanding & Woodworking,4,1,1,2,25.0,25.0
2025-11-29,Manchester,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-11-29,Manchester,Mechanical & Electrical,3,1,1,1,33.3,33.3
2025-11-29,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-29,Manchester,Consumables,6,4,1,1,66.7,16.7
2025-11-29,Manchester,Climate Control,3,1,1,1,33.3,33.3
2025-11-29,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2025-11-29,Manchester,Propping & Support,7,3,1,3,42.9,14.3
2025-11-29,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-11-29,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-29,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-11-29,Manchester,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-11-29,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-29,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-11-29,Manchester,Site Equipment & Groundworks,3,1,1,1,33.3,33.3
2025-11-29,Manchester,Power & Electrics,9,5,2,2,55.6,22.2
2025-11-29,Bristol,Plant,16,10,3,3,62.5,18.8
2025-11-29,Bristol,Powered Access,16,8,3,5,50.0,18.8
2025-11-29,Bristol,Breakers & Drills,51,28,10,13,54.9,19.6
2025-11-29,Bristol,Material Handling & Logistics,45,16,7,22,35.6,15.6
2025-11-29,Bristol,Lifting Equipment,29,19,6,4,65.5,20.7
2025-11-29,Bristol,"Accommodation, Storage & Welfare",13,6,3,4,46.2,23.1
2025-11-29,Bristol,Cutting & Grinding,25,9,5,11,36.0,20.0
2025-11-29,Bristol,Access,5,3,1,1,60.0,20.0
2025-11-29,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-11-29,Bristol,Sanding & Woodworking,6,3,1,2,50.0,16.7
2025-11-29,Bristol,Landscaping & Gardening,9,6,2,1,66.7,22.2
2025-11-29,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-29,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-29,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-11-29,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-11-29,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-11-29,Bristol,Lighting,3,1,1,1,33.3,33.3
2025-11-29,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-11-29,Bristol,Fixing & Fastening,6,3,1,2,50.0,16.7
2025-11-29,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-11-29,Bristol,Fuel & Gas,3,1,1,1,33.3,33.3
2025-11-29,Bristol,Survey & Location,8,6,2,0,75.0,25.0
2025-11-29,Bristol,Site Equipment & Groundworks,6,3,1,2,50.0,16.7
2025-11-29,Bristol,Power & Electrics,5,4,1,0,80.0,20.0
2025-11-29,Leeds,Plant,13,6,3,4,46.2,23.1
2025-11-29,Leeds,Powered Access,22,14,4,4,63.6,18.2
2025-11-29,Leeds,Breakers & Drills,42,19,7,16,45.2,16.7
2025-11-29,Leeds,Material Handling & Logistics,56,31,10,15,55.4,17.9
2025-11-29,Leeds,Lifting Equipment,41,20,8,13,48.8,19.5
2025-11-29,Leeds,"Accommodation, Storage & Welfare",25,14,4,7,56.0,16.0
2025-11-29,Leeds,Cutting & Grinding,37,18,6,13,48.6,16.2
2025-11-29,Leeds,Access,5,4,1,0,80.0,20.0
2025-11-29,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-11-29,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-11-29,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-29,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-11-29,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-29,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-11-29,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-11-29,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-29,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-11-29,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-11-29,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-29,Leeds,Fixing & Fastening,1,0,0,1,0.0,0.0
2025-11-29,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2025-11-29,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-11-29,Leeds,Site Equipment & Groundworks,1,0,0,1,0.0,0.0
2025-11-29,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-30,London North,Plant,11,6,2,3,54.5,18.2
2025-11-30,London North,Powered Access,17,8,3,6,47.1,17.6
2025-11-30,London North,Breakers & Drills,52,24,9,19,46.2,17.3
2025-11-30,London North,Material Handling & Logistics,40,24,8,8,60.0,20.0
2025-11-30,London North,Lifting Equipment,31,17,7,7,54.8,22.6
2025-11-30,London North,"Accommodation, Storage & Welfare",14,7,3,4,50.0,21.4
2025-11-30,London North,Cutting & Grinding,30,13,6,11,43.3,20.0
2025-11-30,London North,Access,3,2,1,0,66.7,33.3
2025-11-30,London North,Cleaning,7,3,1,3,42.9,14.3
2025-11-30,London North,Sanding & Woodworking,10,6,2,2,60.0,20.0
2025-11-30,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-30,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-30,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-30,London North,Consumables,4,2,1,1,50.0,25.0
2025-11-30,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-11-30,London North,Propping & Support,1,0,0,1,0.0,0.0
2025-11-30,London North,Lighting,5,2,1,2,40.0,20.0
2025-11-30,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-30,London North,Fixing & Fastening,7,4,1,2,57.1,14.3
2025-11-30,London North,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-11-30,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-11-30,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-11-30,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-11-30,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-11-30,London South,Plant,11,6,2,3,54.5,18.2
2025-11-30,London South,Powered Access,12,6,2,4,50.0,16.7
2025-11-30,London South,Breakers & Drills,45,26,8,11,57.8,17.8
2025-11-30,London South,Material Handling & Logistics,37,19,8,10,51.4,21.6
2025-11-30,London South,Lifting Equipment,33,17,7,9,51.5,21.2
2025-11-30,London South,"Accommodation, Storage & Welfare",8,3,2,3,37.5,25.0
2025-11-30,London South,Cutting & Grinding,36,23,6,7,63.9,16.7
2025-11-30,London South,Access,5,2,1,2,40.0,20.0
2025-11-30,London South,Cleaning,12,4,2,6,33.3,16.7
2025-11-30,London South,Sanding & Woodworking,9,6,2,1,66.7,22.2
2025-11-30,London South,Landscaping & Gardening,3,1,1,1,33.3,33.3
2025-11-30,London South,Mechanical & Electrical,8,5,1,2,62.5,12.5
2025-11-30,London South,Painting & Decorating,3,1,1,1,33.3,33.3
2025-11-30,London South,Consumables,5,3,1,1,60.0,20.0
2025-11-30,London South,Climate Control,4,2,1,1,50.0,25.0
2025-11-30,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-11-30,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-11-30,London South,Lighting,1,0,0,1,0.0,0.0
2025-11-30,London South,Fencing & Barriers,3,1,1,1,33.3,33.3
2025-11-30,London South,Fixing & Fastening,3,1,1,1,33.3,33.3
2025-11-30,London South,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-11-30,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-30,London South,Survey & Location,4,3,1,0,75.0,25.0
2025-11-30,London South,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-11-30,London South,Power & Electrics,5,3,1,1,60.0,20.0
2025-11-30,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-11-30,Birmingham,Powered Access,14,7,3,4,50.0,21.4
2025-11-30,Birmingham,Breakers & Drills,53,22,11,20,41.5,20.8
2025-11-30,Birmingham,Material Handling & Logistics,23,12,5,6,52.2,21.7
2025-11-30,Birmingham,Lifting Equipment,28,12,6,10,42.9,21.4
2025-11-30,Birmingham,"Accommodation, Storage & Welfare",23,12,4,7,52.2,17.4
2025-11-30,Birmingham,Cutting & Grinding,27,14,5,8,51.9,18.5
2025-11-30,Birmingham,Access,5,3,1,1,60.0,20.0
2025-11-30,Birmingham,Cleaning,8,5,2,1,62.5,25.0
2025-11-30,Birmingham,Sanding & Woodworking,12,5,2,5,41.7,16.7
2025-11-30,Birmingham,Landscaping & Gardening,5,2,1,2,40.0,20.0
2025-11-30,Birmingham,Mechanical & Electrical,3,1,1,1,33.3,33.3
2025-11-30,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-30,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-11-30,Birmingham,Climate Control,3,2,1,0,66.7,33.3
2025-11-30,Birmingham,"Safety, Ventilation & Extraction",5,2,1,2,40.0,20.0
2025-11-30,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-11-30,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-11-30,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-30,Birmingham,Fixing & Fastening,5,2,1,2,40.0,20.0
2025-11-30,Birmingham,Concreting & Compaction,3,1,0,2,33.3,0.0
2025-11-30,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-11-30,Birmingham,Survey & Location,4,2,1,1,50.0,25.0
2025-11-30,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-11-30,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-11-30,Manchester,Plant,12,6,2,4,50.0,16.7
2025-11-30,Manchester,Powered Access,22,15,5,2,68.2,22.7
2025-11-30,Manchester,Breakers & Drills,43,18,8,17,41.9,18.6
2025-11-30,Manchester,Material Handling & Logistics,35,18,6,11,51.4,17.1
2025-11-30,Manchester,Lifting Equipment,30,16,6,8,53.3,20.0
2025-11-30,Manchester,"Accommodation, Storage & Welfare",21,9,4,8,42.9,19.0
2025-11-30,Manchester,Cutting & Grinding,36,20,6,10,55.6,16.7
2025-11-30,Manchester,Access,1,0,0,1,0.0,0.0
2025-11-30,Manchester,Cleaning,7,3,1,3,42.9,14.3
2025-11-30,Manchester,Sanding & Woodworking,4,2,1,1,50.0,25.0
2025-11-30,Manchester,Landscaping & Gardening,3,1,0,2,33.3,0.0
2025-11-30,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-11-30,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-30,Manchester,Consumables,6,2,1,3,33.3,16.7
2025-11-30,Manchester,Climate Control,3,1,1,1,33.3,33.3
2025-11-30,Manchester,"Safety, Ventilation & Extraction",6,2,1,3,33.3,16.7
2025-11-30,Manchester,Propping & Support,7,3,1,3,42.9,14.3
2025-11-30,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-11-30,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-30,Manchester,Fixing & Fastening,3,1,1,1,33.3,33.3
2025-11-30,Manchester,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-11-30,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-11-30,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-11-30,Manchester,Site Equipment & Groundworks,3,1,1,1,33.3,33.3
2025-11-30,Manchester,Power & Electrics,9,3,2,4,33.3,22.2
2025-11-30,Bristol,Plant,16,10,3,3,62.5,18.8
2025-11-30,Bristol,Powered Access,16,7,3,6,43.8,18.8
2025-11-30,Bristol,Breakers & Drills,51,29,10,12,56.9,19.6
2025-11-30,Bristol,Material Handling & Logistics,45,27,8,10,60.0,17.8
2025-11-30,Bristol,Lifting Equipment,29,17,6,6,58.6,20.7
2025-11-30,Bristol,"Accommodation, Storage & Welfare",13,7,2,4,53.8,15.4
2025-11-30,Bristol,Cutting & Grinding,25,12,5,8,48.0,20.0
2025-11-30,Bristol,Access,5,2,1,2,40.0,20.0
2025-11-30,Bristol,Cleaning,3,1,1,1,33.3,33.3
2025-11-30,Bristol,Sanding & Woodworking,6,3,1,2,50.0,16.7
2025-11-30,Bristol,Landscaping & Gardening,9,5,2,2,55.6,22.2
2025-11-30,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-11-30,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-11-30,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-11-30,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-11-30,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-11-30,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-11-30,Bristol,Fencing & Barriers,3,1,1,1,33.3,33.3
2025-11-30,Bristol,Fixing & Fastening,6,3,1,2,50.0,16.7
2025-11-30,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-11-30,Bristol,Fuel & Gas,3,1,0,2,33.3,0.0
2025-11-30,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-11-30,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-11-30,Bristol,Power & Electrics,5,2,1,2,40.0,20.0
2025-11-30,Leeds,Plant,13,7,2,4,53.8,15.4
2025-11-30,Leeds,Powered Access,22,9,5,8,40.9,22.7
2025-11-30,Leeds,Breakers & Drills,42,23,9,10,54.8,21.4
2025-11-30,Leeds,Material Handling & Logistics,56,29,11,16,51.8,19.6
2025-11-30,Leeds,Lifting Equipment,41,24,6,11,58.5,14.6
2025-11-30,Leeds,"Accommodation, Storage & Welfare",25,13,4,8,52.0,16.0
2025-11-30,Leeds,Cutting & Grinding,37,17,7,13,45.9,18.9
2025-11-30,Leeds,Access,5,3,1,1,60.0,20.0
2025-11-30,Leeds,Cleaning,9,6,1,2,66.7,11.1
2025-11-30,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-11-30,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-11-30,Leeds,Mechanical & Electrical,4,1,1,2,25.0,25.0
2025-11-30,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-11-30,Leeds,Consumables,3,1,1,1,33.3,33.3
2025-11-30,Leeds,Climate Control,3,2,0,1,66.7,0.0
2025-11-30,Leeds,"Safety, Ventilation & Extraction",1,0,0,1,0.0,0.0
2025-11-30,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-11-30,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-11-30,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-11-30,Leeds,Fixing & Fastening,1,0,0,1,0.0,0.0
2025-11-30,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-11-30,Leeds,Survey & Location,3,2,0,1,66.7,0.0
2025-11-30,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-11-30,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-12-01,London North,Plant,11,7,2,2,63.6,18.2
2025-12-01,London North,Powered Access,17,11,4,2,64.7,23.5
2025-12-01,London North,Breakers & Drills,52,24,10,18,46.2,19.2
2025-12-01,London North,Material Handling & Logistics,40,16,7,17,40.0,17.5
2025-12-01,London North,Lifting Equipment,31,19,7,5,61.3,22.6
2025-12-01,London North,"Accommodation, Storage & Welfare",14,7,2,5,50.0,14.3
2025-12-01,London North,Cutting & Grinding,30,13,5,12,43.3,16.7
2025-12-01,London North,Access,3,1,1,1,33.3,33.3
2025-12-01,London North,Cleaning,7,5,1,1,71.4,14.3
2025-12-01,London North,Sanding & Woodworking,10,4,2,4,40.0,20.0
